date,volumeto,close,bitcoin,num_tweets
2014-07-27,1391966.02,587.93,2.46,15621.0
2014-07-28,3962906.1,585.77,2.58,23384.0
2014-07-29,2397473.33,564.64,2.58,21797.0
2014-07-30,2057947.94,589.52,2.67,22092.0
2014-07-31,5356663.39,598.78,2.64,22160.0
2014-08-01,1278807.32,591.72,1.98,21585.0
2014-08-02,752201.76,588.94,1.7999999999999998,18531.0
2014-08-03,2047890.49,592.77,1.74,17187.0
2014-08-04,2429310.9,588.76,1.83,20609.0
2014-08-05,1785940.76,589.77,1.98,21073.0
2014-08-06,1485017.95,592.8,2.28,22471.0
2014-08-07,1873039.39,595.85,2.16,24516.0
2014-08-08,843722.69,589.52,1.89,23126.0
2014-08-09,796584.42,592.06,1.7999999999999998,21820.0
2014-08-10,1512262.72,575.89,1.86,20814.0
2014-08-11,1894843.87,567.66,2.1,21388.0
2014-08-12,2659458.34,542.1,1.92,22551.0
2014-08-13,5608470.79,504.8,3.0,23725.0
2014-08-14,2407799.63,496.45,2.7,24887.0
2014-08-15,1956441.61,522.01,2.7,22725.0
2014-08-16,1584568.58,485.5,2.37,23487.0
2014-08-17,2991012.04,462.18,2.01,22608.0
2014-08-18,2458098.82,485.12,2.55,21867.0
2014-08-19,2965577.49,516.78,2.49,24106.0
2014-08-20,2974478.96,517.94,2.43,26924.0
2014-08-21,3116862.95,516.1,1.95,22176.0
2014-08-22,1596652.49,497.68,2.1,21222.0
2014-08-23,1294320.61,509.71,1.86,17389.0
2014-08-24,1409621.07,502.93,1.98,16318.0
2014-08-25,1831000.54,512.56,1.83,19062.0
2014-08-26,1982424.62,515.23,1.86,19596.0
2014-08-27,2307082.42,510.75,1.65,19625.0
2014-08-28,1876846.6,512.56,1.86,22229.0
2014-08-29,1337420.67,505.96,1.86,19838.0
2014-08-30,2982601.77,481.78,1.86,18905.0
2014-08-31,3261178.74,477.19,2.16,17226.0
2014-09-01,3291738.72,478.94,2.25,18661.0
2014-09-02,3018772.64,480.04,2.4,22901.0
2014-09-03,4345165.83,490.99,2.22,22113.0
2014-09-04,3013185.15,483.65,2.13,24968.0
2014-09-05,1883095.02,484.47,2.1,22368.0
2014-09-06,1755360.28,485.75,1.95,21053.0
2014-09-07,3948928.43,475.69,2.01,17730.0
2014-09-08,3529051.35,474.9,2.13,22751.0
2014-09-09,4058785.18,479.7,2.58,16169.0
2014-09-10,3086920.26,478.49,2.94,16616.0
2014-09-11,2514548.2,477.73,3.0,27367.0
2014-09-12,2569793.0,478.17,2.37,24097.0
2014-09-13,2031789.95,477.74,1.89,18209.0
2014-09-14,2753462.23,477.71,1.89,18671.0
2014-09-15,3139554.53,466.75,2.07,23392.0
2014-09-16,3522262.8,461.09,1.98,21176.0
2014-09-17,3946908.07,424.26,2.07,27946.0
2014-09-18,6062707.6,397.67,2.07,21135.0
2014-09-19,5919676.64,411.53,2.34,20775.0
2014-09-20,4229727.1,401.62,2.04,17607.0
2014-09-21,5531782.04,404.09,2.13,17026.0
2014-09-22,7490861.6,436.86,2.1,14984.0
2014-09-23,9217984.23,423.77,2.55,23489.0
2014-09-24,6143388.92,412.29,2.4,20675.0
2014-09-25,4966479.77,404.46,2.1,20757.0
2014-09-26,3950428.02,399.02,1.98,19512.0
2014-09-27,5453338.71,379.08,1.77,17202.0
2014-09-28,7924759.6,376.77,2.1,16636.0
2014-09-29,6520432.39,388.17,2.46,19660.0
2014-09-30,6892843.77,382.84,2.4,21073.0
2014-10-01,5471103.72,375.14,2.16,18636.0
2014-10-02,6278574.04,363.45,2.13,18380.0
2014-10-03,8050734.62,335.32,2.04,20207.0
2014-10-04,9512572.11,322.86,2.37,18214.0
2014-10-05,13642089.7,331.55,2.97,20031.0
2014-10-06,10076018.49,331.65,3.0,25065.0
2014-10-07,7413499.73,350.87,2.7,22543.0
2014-10-08,13020038.29,360.91,2.58,24408.0
2014-10-09,10394856.2,361.71,2.61,24075.0
2014-10-10,5049013.74,361.22,2.31,19090.0
2014-10-11,4077867.05,373.17,2.07,17107.0
2014-10-12,8935310.47,387.32,2.04,17072.0
2014-10-13,11549913.84,397.1,2.25,22018.0
2014-10-14,8867207.18,393.17,2.61,25804.0
2014-10-15,7999668.99,379.77,2.4,23992.0
2014-10-16,6324477.58,380.48,2.16,24445.0
2014-10-17,3657801.17,390.88,1.98,21491.0
2014-10-18,2088508.52,387.28,2.1,20572.0
2014-10-19,4075710.38,380.39,1.98,18259.0
2014-10-20,3745779.18,382.35,1.77,23312.0
2014-10-21,4064736.42,378.93,1.83,22499.0
2014-10-22,6999640.64,355.78,2.04,20348.0
2014-10-23,7185001.61,355.1,2.01,21036.0
2014-10-24,4929757.95,346.72,1.92,11147.0
2014-10-25,4076756.1,348.67,1.83,22449.0
2014-10-26,3777108.32,350.09,1.95,20090.0
2014-10-27,3372185.13,351.06,1.92,21632.0
2014-10-28,4259966.32,335.12,2.04,20173.0
2014-10-29,5522262.77,344.86,1.95,22081.0
2014-10-30,4814121.89,337.87,1.83,22855.0
2014-10-31,4540440.63,325.43,1.71,22906.0
2014-11-01,3878749.8,322.55,1.89,30263.0
2014-11-02,4435458.55,324.24,2.16,21408.0
2014-11-03,4955240.5,327.96,1.98,26060.0
2014-11-04,5342189.88,338.01,1.98,20992.0
2014-11-05,5388972.33,347.67,2.01,20871.0
2014-11-06,5215262.11,341.87,2.37,24348.0
2014-11-07,2834855.25,343.54,2.34,24244.0
2014-11-08,4466556.5,362.04,2.13,18964.0
2014-11-09,8387025.99,367.15,2.31,18949.0
2014-11-10,5817809.67,365.42,2.25,22516.0
2014-11-11,15737081.16,432.03,2.64,23156.0
2014-11-12,25304725.28,428.72,2.76,25601.0
2014-11-13,14250930.93,396.53,3.0,26798.0
2014-11-14,5185270.16,374.86,2.19,23449.0
2014-11-15,5497204.23,385.61,2.16,21104.0
2014-11-16,10942934.49,384.69,2.13,21652.0
2014-11-17,10404772.69,379.16,2.13,25728.0
2014-11-18,7592152.68,381.43,2.37,28238.0
2014-11-19,8084810.79,357.3,2.07,25117.0
2014-11-20,8291129.59,351.77,2.07,23707.0
2014-11-21,4632290.66,352.01,1.95,24577.0
2014-11-22,4504560.45,365.85,2.01,22344.0
2014-11-23,9244691.04,378.85,1.98,20544.0
2014-11-24,17405251.28,376.43,2.04,25545.0
2014-11-25,8916241.87,365.35,2.13,25985.0
2014-11-26,5144146.32,368.83,1.86,27929.0
2014-11-27,16118258.33,377.59,2.13,25790.0
2014-11-28,31983637.28,376.28,1.98,24830.0
2014-11-29,4269105.57,374.93,1.92,26555.0
2014-11-30,7481865.14,378.61,1.89,20117.0
2014-12-01,9664274.24,380.64,1.2,26508.0
2014-12-02,8950322.28,376.96,1.38,32744.0
2014-12-03,9521316.14,369.84,1.29,24990.0
2014-12-04,11251853.9,377.63,1.29,26370.0
2014-12-05,4181319.51,376.26,1.26,25043.0
2014-12-06,3334332.18,376.47,1.2,21503.0
2014-12-07,8506201.99,364.95,1.35,21983.0
2014-12-08,15529628.16,352.19,1.44,24899.0
2014-12-09,9535221.36,347.94,1.23,27224.0
2014-12-10,18063629.15,347.68,1.35,25421.0
2014-12-11,9490205.28,353.4,1.83,32162.0
2014-12-12,6837218.94,348.24,1.74,25383.0
2014-12-13,4328238.86,349.35,1.41,26584.0
2014-12-14,7746836.16,345.37,1.3199999999999998,23579.0
2014-12-15,13001054.77,330.22,1.38,26094.0
2014-12-16,19834674.23,320.02,1.44,27622.0
2014-12-17,18932813.68,310.34,1.5,28350.0
2014-12-18,13119110.69,317.78,1.5,26969.0
2014-12-19,9768954.91,330.35,1.41,23574.0
2014-12-20,6746131.4,322.63,1.41,23524.0
2014-12-21,11694687.77,330.84,1.29,21411.0
2014-12-22,8057502.86,335.25,1.3199999999999998,23172.0
2014-12-23,7112691.11,322.4,1.3199999999999998,25504.0
2014-12-24,4926116.3,318.99,1.29,24192.0
2014-12-25,7518851.52,329.98,1.35,21216.0
2014-12-26,6940336.9,315.34,1.5,21728.0
2014-12-27,6482718.73,316.53,3.0,21543.0
2014-12-28,6457547.05,314.12,1.35,18427.0
2014-12-29,7163083.26,311.27,1.38,19605.0
2014-12-30,6472822.84,318.24,1.26,19477.0
2014-12-31,4073067.1,314.89,1.35,20017.0
2015-01-01,4673971.8,315.21,1.5,18681.0
2015-01-02,14209564.7,287.13,1.5,9385.0
2015-01-03,24255392.1,264.72,1.65,8342.5
2015-01-04,14995382.75,274.84,2.07,7300.0
2015-01-05,6097640.43,282.27,2.01,23092.0
2015-01-06,8827164.0,291.34,2.22,25041.0
2015-01-07,5796312.29,282.69,1.62,26987.0
2015-01-08,5963203.51,287.97,1.7999999999999998,22546.0
2015-01-09,4147357.05,273.35,1.68,30439.0
2015-01-10,4122751.52,264.77,1.62,22162.0
2015-01-11,6899315.98,269.33,1.5,20760.0
2015-01-12,22745960.68,221.29,1.41,24861.0
2015-01-13,32911586.21,164.92,1.92,30086.0
2015-01-14,25672423.81,209.78,3.0,35414.0
2015-01-15,13208882.23,206.92,2.52,26417.0
2015-01-16,8685194.65,199.65,2.07,26448.0
2015-01-17,8429486.11,210.62,1.71,19187.0
2015-01-18,6744459.25,215.87,1.62,24812.0
2015-01-19,7926400.72,210.55,1.5,27548.0
2015-01-20,9390361.66,228.17,1.59,26982.0
2015-01-21,12508308.9,232.7,1.7999999999999998,24660.0
2015-01-22,8855407.23,232.17,1.53,25882.0
2015-01-23,8011743.34,248.16,1.59,24058.0
2015-01-24,12509649.52,252.09,1.56,32718.0
2015-01-25,29806496.64,269.18,1.68,21312.0
2015-01-26,13130803.27,263.27,2.34,33929.0
2015-01-27,15880595.92,236.17,1.89,26135.0
2015-01-28,12723448.2,233.99,1.83,27422.0
2015-01-29,11316575.19,231.84,1.74,25184.0
2015-01-30,9645307.86,218.51,1.53,22919.0
2015-01-31,9058010.18,225.29,1.41,18146.0
2015-02-01,8965813.6,238.86,1.68,19445.0
2015-02-02,15000263.95,227.41,1.56,24761.0
2015-02-03,12495299.13,226.58,1.77,33419.0
2015-02-04,9055713.16,216.52,1.62,22995.0
2015-02-05,11628519.32,222.96,1.74,28935.0
2015-02-06,9046632.13,227.68,1.71,23289.0
2015-02-07,6564922.66,223.67,2.13,19540.0
2015-02-08,20192733.61,220.34,1.98,20792.0
2015-02-09,18877297.99,219.67,2.1,24642.0
2015-02-10,15909377.35,218.83,2.07,24331.0
2015-02-11,11084499.87,221.79,1.71,39339.0
2015-02-12,26243104.7,236.17,1.92,25742.0
2015-02-13,33313626.71,258.64,1.65,27697.0
2015-02-14,43921119.98,233.27,1.74,19041.0
2015-02-15,27187677.11,235.83,1.74,21846.0
2015-02-16,27926884.82,243.2,1.7999999999999998,24782.0
2015-02-17,23813015.67,235.2,1.7999999999999998,24354.0
2015-02-18,15852470.09,241.92,1.68,22628.0
2015-02-19,20434846.7,244.52,1.86,24979.0
2015-02-20,10570761.56,244.41,3.0,29514.0
2015-02-21,18107359.63,235.73,1.89,20543.0
2015-02-22,14856549.49,238.82,1.77,20579.0
2015-02-23,10787951.21,238.89,1.77,23428.0
2015-02-24,9092357.66,237.33,1.65,24385.0
2015-02-25,12064967.48,236.53,1.56,24137.0
2015-02-26,42282820.69,253.47,1.5,26283.0
2015-02-27,9999594.97,254.06,1.62,30545.0
2015-02-28,12964061.92,257.94,1.5,20811.0
2015-03-01,21562624.62,273.75,2.31,18895.0
2015-03-02,45650597.34,280.65,2.49,23297.0
2015-03-03,38656923.75,271.92,2.46,25764.0
2015-03-04,33599454.28,275.23,2.52,25007.0
2015-03-05,27014943.36,272.56,2.49,24174.0
2015-03-06,16708000.42,274.91,3.0,22774.0
2015-03-07,13902830.08,274.49,3.0,19322.0
2015-03-08,43259194.28,290.02,2.52,19396.0
2015-03-09,46657647.9,291.37,2.49,23937.0
2015-03-10,23542829.99,295.6,2.91,28378.0
2015-03-11,31607747.19,293.85,2.88,25733.0
2015-03-12,28288614.1,287.21,2.52,24527.0
2015-03-13,21495879.21,281.6,2.55,25574.0
2015-03-14,11238833.94,284.88,2.49,21952.0
2015-03-15,19355605.15,290.41,2.43,24161.0
2015-03-16,18775700.27,285.38,2.58,24071.0
2015-03-17,55391241.42,255.92,2.49,36584.0
2015-03-18,46525086.82,260.93,2.85,24807.0
2015-03-19,13853175.66,261.78,2.88,31393.0
2015-03-20,13413360.84,259.71,2.4,26773.0
2015-03-21,14980752.09,268.57,2.25,23297.0
2015-03-22,21749937.38,265.46,2.25,27846.0
2015-03-23,38033136.19,246.72,2.34,34762.0
2015-03-24,32092197.46,246.37,2.37,31576.0
2015-03-25,22412560.34,248.02,2.67,35297.0
2015-03-26,15543779.05,247.21,2.49,37079.0
2015-03-27,13890988.51,252.02,2.13,36691.0
2015-03-28,18971340.67,242.08,1.98,31697.0
2015-03-29,20963830.56,246.79,2.22,31897.0
2015-03-30,18515676.34,244.15,2.79,38669.0
2015-03-31,16412525.86,246.24,2.43,35388.0
2015-04-01,20354036.74,252.6,2.0,34237.0
2015-04-02,18264452.59,254.48,1.8,29264.0
2015-04-03,7805160.91,252.89,1.8,30317.0
2015-04-04,11277271.88,259.64,1.8,27885.0
2015-04-05,11857398.41,254.97,1.92,29227.0
2015-04-06,11401051.13,252.97,1.82,29046.0
2015-04-07,25401433.04,244.57,1.88,29994.0
2015-04-08,16846896.21,243.32,2.0,37076.0
2015-04-09,23728422.4,234.73,1.96,37353.0
2015-04-10,12319489.65,236.48,1.86,28657.0
2015-04-11,7814533.91,235.85,1.66,27225.0
2015-04-12,23982950.79,223.59,1.68,25877.0
2015-04-13,25315606.19,217.99,1.88,29205.0
2015-04-14,17099352.43,222.97,1.94,30124.0
2015-04-15,19315044.09,227.98,1.78,28598.0
2015-04-16,15015559.02,222.59,1.68,34517.0
2015-04-17,8152434.69,223.35,1.74,28275.0
2015-04-18,7984589.44,223.02,1.72,25659.0
2015-04-19,10082693.46,224.24,1.8,26993.0
2015-04-20,15658818.31,233.73,1.74,28470.0
2015-04-21,18280060.34,233.78,1.92,32701.0
2015-04-22,9982620.64,235.4,1.98,30895.0
2015-04-23,16221169.24,231.09,1.76,30202.0
2015-04-24,10015666.23,226.14,1.74,35266.0
2015-04-25,22088733.35,218.7,1.68,25715.0
2015-04-26,27696437.64,228.96,1.7,36471.0
2015-04-27,14896418.52,225.81,1.74,39066.0
2015-04-28,13743340.35,225.42,1.76,31957.0
2015-04-29,26242196.77,235.77,1.74,30639.0
2015-04-30,14178420.18,233.21,1.88,29720.0
2015-05-01,8703582.59,235.34,1.52,27237.0
2015-05-02,13389153.76,239.99,1.34,25012.0
2015-05-03,16599243.56,238.97,1.4,27042.0
2015-05-04,18333196.41,235.82,1.36,29448.0
2015-05-05,24127653.28,230.03,1.42,27820.0
2015-05-06,21315971.39,237.73,1.58,29624.0
2015-05-07,21226000.84,243.74,1.46,27526.0
2015-05-08,15281109.27,241.4,1.5,25655.0
2015-05-09,10634289.99,239.96,1.32,23791.0
2015-05-10,13819530.94,241.81,1.34,31503.0
2015-05-11,9712214.4,241.58,1.46,32317.0
2015-05-12,20329395.15,236.38,1.44,30635.0
2015-05-13,16833656.66,236.9,1.56,30934.0
2015-05-14,10932777.42,237.2,2.0,31708.0
2015-05-15,6415070.12,236.23,1.5,42997.0
2015-05-16,6738302.37,236.3,1.5,32407.0
2015-05-17,12516261.2,232.64,1.48,32810.0
2015-05-18,9550029.29,232.02,1.46,34624.0
2015-05-19,11626735.04,233.96,1.6,34750.0
2015-05-20,10114419.29,235.38,1.74,30108.0
2015-05-21,17630641.48,240.37,1.64,27578.0
2015-05-22,8659651.42,238.94,1.5,29926.0
2015-05-23,7278251.72,240.98,1.42,27166.0
2015-05-24,6301300.86,237.41,1.54,27968.0
2015-05-25,8842430.86,237.84,1.62,30637.0
2015-05-26,11445501.96,237.29,1.56,34578.0
2015-05-27,8508673.17,237.32,1.56,29218.0
2015-05-28,9241377.0,237.03,1.36,23591.0
2015-05-29,9738568.03,233.22,1.62,24045.0
2015-05-30,9036624.56,229.84,1.9,23844.0
2015-05-31,19658919.58,223.14,1.72,24048.0
2015-06-01,13666049.75,225.74,1.04,27087.0
2015-06-02,12279838.72,225.59,0.94,28566.0
2015-06-03,9934190.66,224.22,1.0,34732.0
2015-06-04,12703848.43,225.29,0.98,76661.0
2015-06-05,5074897.56,224.74,0.9,28700.0
2015-06-06,9097310.34,223.47,0.96,27936.0
2015-06-07,16824026.1,228.57,0.98,26086.0
2015-06-08,12617632.43,229.56,0.88,46002.0
2015-06-09,9556657.69,228.79,0.94,43106.0
2015-06-10,8745318.46,229.88,0.94,26645.0
2015-06-11,9406856.66,230.46,0.9,52355.0
2015-06-12,8803491.08,232.48,0.96,36988.0
2015-06-13,7700053.79,233.75,0.8,21875.0
2015-06-14,15006949.33,237.0,0.92,46935.0
2015-06-15,29956654.2,249.82,0.94,28128.0
2015-06-16,30652977.32,247.38,1.0,84152.0
2015-06-17,19421567.7,248.44,1.1,35914.0
2015-06-18,20914718.44,244.13,2.0,38557.0
2015-06-19,12470598.74,244.98,1.1,28107.0
2015-06-20,6140997.64,244.1,1.18,25438.0
2015-06-21,11713076.05,247.46,1.0,23500.0
2015-06-22,9432470.15,243.76,0.94,27394.0
2015-06-23,11415709.88,240.56,0.98,28352.0
2015-06-24,9791297.92,242.56,0.98,36725.0
2015-06-25,9112156.6,242.95,1.04,26008.0
2015-06-26,13525813.79,250.73,0.92,23984.0
2015-06-27,9955671.92,248.88,1.0,23636.0
2015-06-28,23504772.6,256.97,1.02,25663.0
2015-06-29,30621602.74,264.12,1.18,40197.0
2015-06-30,17316801.19,257.62,1.48,33375.0
2015-07-01,11560214.6,254.88,2.4,29052.0
2015-07-02,9335969.35,255.4,2.46,27119.0
2015-07-03,8502000.62,260.55,2.4,25771.0
2015-07-04,12906220.27,270.14,2.55,23847.0
2015-07-05,14242625.38,269.08,2.61,24976.0
2015-07-06,11104556.73,266.21,3.0,36903.0
2015-07-07,12157995.11,268.64,2.67,29915.0
2015-07-08,13058350.83,269.14,2.91,36474.0
2015-07-09,33254590.34,283.62,2.64,30281.0
2015-07-10,13584989.4,291.97,2.85,29616.0
2015-07-11,36866127.76,310.44,2.49,24645.0
2015-07-12,42741263.66,290.35,2.82,26775.0
2015-07-13,17635928.71,286.96,2.73,42326.0
2015-07-14,17274148.89,283.42,2.43,50267.0
2015-07-15,34155564.7,276.59,2.37,38595.0
2015-07-16,17217352.98,279.62,2.34,35125.0
2015-07-17,15358107.19,274.05,2.22,29831.0
2015-07-18,8322466.0,273.18,2.34,25985.0
2015-07-19,12900609.61,277.68,2.25,25071.0
2015-07-20,13667891.12,275.09,2.34,36888.0
2015-07-21,11596311.21,276.46,2.34,30095.0
2015-07-22,9870635.2,275.52,2.22,44651.0
2015-07-23,21095041.66,288.37,2.04,33408.0
2015-07-24,12024889.58,288.74,2.22,28664.0
2015-07-25,9038050.71,291.77,2.16,21076.0
2015-07-26,20358325.65,293.01,2.34,15592.0
2015-07-27,14466428.05,293.7,2.43,30972.0
2015-07-28,14738216.66,288.37,2.61,33519.0
2015-07-29,12888680.67,287.02,2.16,37726.0
2015-07-30,14019071.24,283.73,2.13,33018.0
2015-07-31,11068826.78,280.47,2.1,27789.0
2015-08-01,9978638.45,281.36,3.0,26960.0
2015-08-02,13006246.28,281.58,2.31,24294.0
2015-08-03,12732203.17,284.3,2.16,35036.0
2015-08-04,10854754.48,281.72,2.16,34486.0
2015-08-05,9319083.23,278.0,1.92,31470.0
2015-08-06,11919665.19,277.89,1.7999999999999998,35658.0
2015-08-07,22308123.7,258.6,1.74,47467.0
2015-08-08,15154749.09,263.87,1.74,29031.0
2015-08-09,12873441.85,263.3,1.7999999999999998,27132.0
2015-08-10,13681939.6,269.03,1.83,27744.0
2015-08-11,15232934.05,267.66,1.89,26653.0
2015-08-12,14962211.79,263.44,1.83,29241.0
2015-08-13,13899139.99,265.03,1.95,31087.0
2015-08-14,10303301.22,260.52,1.68,30737.0
2015-08-15,17880398.95,257.12,1.68,28722.0
2015-08-16,12378054.89,257.13,1.7999999999999998,24050.0
2015-08-17,23896056.77,246.72,1.83,37040.0
2015-08-18,55514712.14,226.0,2.04,28767.0
2015-08-19,21225055.42,234.66,2.61,28539.0
2015-08-20,13485729.48,232.4,2.19,36462.0
2015-08-21,16976922.67,229.54,2.04,39012.0
2015-08-22,11204081.47,226.75,1.95,34967.0
2015-08-23,43008579.43,211.43,2.04,27692.0
2015-08-24,40651749.53,220.51,2.43,34342.0
2015-08-25,20986286.41,224.97,2.52,37941.0
2015-08-26,13631111.36,222.73,2.01,33987.0
2015-08-27,20751420.42,231.64,1.86,34558.0
2015-08-28,10072201.21,228.5,1.95,39945.0
2015-08-29,9118089.39,228.4,1.77,14768.0
2015-08-30,12521966.49,229.47,1.86,32134.0
2015-08-31,15206241.05,227.18,1.74,35949.0
2015-09-01,13443780.85,228.63,1.8,37021.0
2015-09-02,12337406.44,226.2,1.96,39013.0
2015-09-03,14174313.31,230.25,1.76,42474.0
2015-09-04,11253257.52,233.67,1.92,36321.0
2015-09-05,15939620.21,239.86,1.74,29023.0
2015-09-06,13744695.27,239.58,1.76,35583.0
2015-09-07,18605471.98,243.24,1.7,38792.0
2015-09-08,16636258.68,237.41,1.84,46889.0
2015-09-09,14447606.84,238.08,1.9,16909.0
2015-09-10,10992443.1,239.9,1.72,37882.0
2015-09-11,10407178.6,235.6,1.68,38518.0
2015-09-12,11983360.26,230.19,1.82,32205.0
2015-09-13,14070910.12,229.91,1.9,40350.0
2015-09-14,11425472.46,229.53,1.92,16262.0
2015-09-15,11866728.14,228.6,1.76,20470.0
2015-09-16,12975914.38,232.72,1.98,45085.0
2015-09-17,12397851.98,232.21,1.9,33180.0
2015-09-18,8004103.62,231.11,1.98,31747.0
2015-09-19,7676869.88,231.09,1.68,39778.0
2015-09-20,12180039.21,226.33,1.82,65535.0
2015-09-21,16390021.59,230.01,1.8,59563.0
2015-09-22,10064288.46,229.89,1.94,82378.0
2015-09-23,16797644.6,233.76,2.0,42946.0
2015-09-24,14510987.84,235.03,1.82,46527.0
2015-09-25,9449846.08,234.3,1.88,41322.0
2015-09-26,8429802.53,232.5,1.76,41039.0
2015-09-27,15282768.65,238.87,1.82,30532.0
2015-09-28,13637645.5,236.71,1.74,35355.0
2015-09-29,11946864.9,235.93,1.8,40135.0
2015-09-30,12534482.83,237.05,1.86,43080.0
2015-10-01,11378441.69,236.71,1.22,41189.0
2015-10-02,10338780.01,238.58,1.28,35561.0
2015-10-03,7618430.27,238.33,1.22,49494.0
2015-10-04,14631928.87,240.15,1.18,33909.0
2015-10-05,19242190.45,246.14,1.3,32712.0
2015-10-06,15363142.53,242.98,1.44,39541.0
2015-10-07,10762328.45,242.58,1.28,38773.0
2015-10-08,9897714.74,244.04,1.38,35461.0
2015-10-09,9547124.76,245.35,1.3,30426.0
2015-10-10,10232454.52,247.65,1.3,29433.0
2015-10-11,9961674.07,245.35,1.24,27940.0
2015-10-12,18553307.06,248.78,1.34,34146.0
2015-10-13,17511356.73,252.33,1.32,31813.0
2015-10-14,15465023.84,254.44,1.26,28030.0
2015-10-15,24886162.93,262.87,1.32,37296.0
2015-10-16,30715446.42,269.58,1.38,36070.0
2015-10-17,13921233.73,261.67,1.4,31701.0
2015-10-18,15352671.06,263.82,1.36,25220.0
2015-10-19,20200355.34,269.75,1.34,35703.0
2015-10-20,16006977.1,267.11,1.56,42914.0
2015-10-21,25481882.58,274.42,1.52,38896.0
2015-10-22,19221822.38,276.92,1.74,44027.0
2015-10-23,16875626.47,282.56,1.52,37326.0
2015-10-24,32946170.24,287.86,1.48,36013.0
2015-10-25,20794049.79,285.15,1.5,30139.0
2015-10-26,31003938.2,294.66,1.6,37096.0
2015-10-27,35117112.66,303.54,1.72,50484.0
2015-10-28,43194878.81,313.63,1.7,45782.0
2015-10-29,50796456.31,327.12,1.96,45960.0
2015-10-30,33762428.44,311.24,2.0,32577.0
2015-10-31,23427549.6,322.95,1.7,35257.0
2015-11-01,76864059.45,359.28,1.41,31402.0
2015-11-02,163481625.82,396.49,1.53,35962.0
2015-11-03,229673024.39,400.89,2.19,42652.0
2015-11-04,121763708.16,382.7,3.0,54768.0
2015-11-05,94921694.02,369.81,2.61,51405.0
2015-11-06,39495095.0,385.09,1.86,43351.0
2015-11-07,35907981.64,371.56,1.59,36433.0
2015-11-08,47074440.94,380.22,1.41,39567.0
2015-11-09,74896052.37,336.69,1.68,45103.0
2015-11-10,83078426.53,304.71,1.53,43853.0
2015-11-11,54120828.19,333.85,1.47,34774.0
2015-11-12,32480298.94,333.77,1.35,38371.0
2015-11-13,23836097.89,331.77,1.35,35364.0
2015-11-14,28640663.53,317.45,1.08,30226.0
2015-11-15,28260517.56,330.21,1.11,32216.0
2015-11-16,32944787.48,333.91,1.17,35757.0
2015-11-17,26194853.26,335.92,1.3199999999999998,36957.0
2015-11-18,28543062.16,324.98,1.26,40387.0
2015-11-19,35090324.43,321.12,1.2,32915.0
2015-11-20,14652996.7,324.7,1.29,33652.0
2015-11-21,11915632.14,322.78,1.29,25295.0
2015-11-22,13839023.95,322.12,1.11,17983.0
2015-11-23,16282941.39,318.35,1.2,21268.0
2015-11-24,25200934.79,327.52,1.2,20427.0
2015-11-25,73395832.57,353.74,1.14,27288.0
2015-11-26,36955394.2,359.52,1.26,24681.0
2015-11-27,19988111.49,355.83,1.14,25861.0
2015-11-28,24546100.04,370.84,1.05,25749.0
2015-11-29,48913368.38,377.97,1.11,24219.0
2015-11-30,40821470.73,361.8,1.29,26261.0
2015-12-01,32881089.02,359.98,1.17,25143.0
2015-12-02,31673283.3,360.31,1.23,23887.0
2015-12-03,21820610.2,361.67,1.14,23460.0
2015-12-04,43438102.1,386.69,1.05,22066.0
2015-12-05,52068577.43,393.38,1.02,22531.0
2015-12-06,38102878.77,394.28,1.11,22728.0
2015-12-07,29543120.08,410.67,1.17,25413.0
2015-12-08,61289838.7,416.0,1.53,24716.0
2015-12-09,29794270.99,415.49,3.0,33862.0
2015-12-10,76433917.46,449.83,2.07,25232.0
2015-12-11,91838640.61,432.29,1.71,26210.0
2015-12-12,27898250.74,434.69,1.53,23062.0
2015-12-13,97068568.78,442.0,1.35,21459.0
2015-12-14,48912227.87,462.65,1.29,32070.0
2015-12-15,84336145.39,453.98,1.53,28842.0
2015-12-16,29344348.08,455.53,1.35,27652.0
2015-12-17,38425211.05,463.18,1.38,23729.0
2015-12-18,28327900.15,461.2,1.3199999999999998,24189.0
2015-12-19,54316484.95,441.78,1.08,21372.0
2015-12-20,53270215.6,437.59,1.2,19855.0
2015-12-21,28845536.39,437.03,1.26,24803.0
2015-12-22,27877349.1,442.43,1.17,25707.0
2015-12-23,36096662.15,452.98,1.3199999999999998,26011.0
2015-12-24,19251958.85,454.05,1.2,23679.0
2015-12-25,88564770.72,415.37,1.14,21240.0
2015-12-26,28259303.48,422.39,1.29,21795.0
2015-12-27,28978639.73,421.76,1.17,32284.0
2015-12-28,30163445.65,431.92,1.2,31890.0
2015-12-29,29289416.54,427.15,1.2,24417.0
2015-12-30,27758278.73,429.95,1.23,26654.0
2015-12-31,20334286.58,433.99,1.11,24012.0
2016-01-01,14566820.95,433.72,1.74,20122.0
2016-01-02,23490162.61,430.7,1.92,19715.0
2016-01-03,22943968.22,433.32,2.1,19638.0
2016-01-04,19499588.99,431.2,2.07,23308.0
2016-01-05,18702334.67,430.82,2.28,27207.0
2016-01-06,58253615.03,457.05,2.1,24615.0
2016-01-07,41594025.32,452.87,2.58,24700.0
2016-01-08,17967113.95,448.31,2.46,26040.0
2016-01-09,19778456.68,446.19,2.1,20585.0
2016-01-10,25358480.83,447.72,1.95,20755.0
2016-01-11,19913400.66,445.04,2.28,23867.0
